"","measure","location","age_group","year","mean"
"2774","Unmet need for any contraceptive method","Grenada","15-49 years",2003,0.1496
"2775","Unmet need for any contraceptive method","Grenada","15-49 years",2004,0.1478
"2776","Unmet need for any contraceptive method","Grenada","15-49 years",2005,0.1458
"2777","Unmet need for any contraceptive method","Grenada","15-49 years",2006,0.144
"2778","Unmet need for any contraceptive method","Grenada","15-49 years",2007,0.1422
"2779","Unmet need for any contraceptive method","Grenada","15-49 years",2008,0.1407
"2780","Unmet need for any contraceptive method","Grenada","15-49 years",2009,0.1401
"2781","Unmet need for any contraceptive method","Grenada","15-49 years",2010,0.1395
"2782","Unmet need for any contraceptive method","Grenada","15-49 years",2011,0.1387
"2783","Unmet need for any contraceptive method","Grenada","15-49 years",2012,0.1375
"2784","Unmet need for any contraceptive method","Grenada","15-49 years",2013,0.1358
"2785","Unmet need for any contraceptive method","Grenada","15-49 years",2014,0.1343
"2786","Unmet need for any contraceptive method","Grenada","15-49 years",2015,0.1328
"2787","Unmet need for any contraceptive method","Grenada","15-49 years",2016,0.1311
"2788","Unmet need for any contraceptive method","Grenada","15-49 years",2017,0.1293
"2789","Unmet need for any contraceptive method","Grenada","15-49 years",2018,0.1275
"2790","Unmet need for any contraceptive method","Grenada","15-49 years",2019,0.1256
"2791","Unmet need for any contraceptive method","Guyana","15-49 years",1990,0.2631
"2792","Unmet need for any contraceptive method","Guyana","15-49 years",1991,0.2621
"2793","Unmet need for any contraceptive method","Guyana","15-49 years",1992,0.2604
"2794","Unmet need for any contraceptive method","Guyana","15-49 years",1993,0.2579
"2795","Unmet need for any contraceptive method","Guyana","15-49 years",1994,0.2548
"2796","Unmet need for any contraceptive method","Guyana","15-49 years",1995,0.2514
"2797","Unmet need for any contraceptive method","Guyana","15-49 years",1996,0.2475
"2798","Unmet need for any contraceptive method","Guyana","15-49 years",1997,0.2436
"2799","Unmet need for any contraceptive method","Guyana","15-49 years",1998,0.2402
"2800","Unmet need for any contraceptive method","Guyana","15-49 years",1999,0.237
"2801","Unmet need for any contraceptive method","Guyana","15-49 years",2000,0.2346
"2802","Unmet need for any contraceptive method","Guyana","15-49 years",2001,0.2327
"2803","Unmet need for any contraceptive method","Guyana","15-49 years",2002,0.231
"2804","Unmet need for any contraceptive method","Guyana","15-49 years",2003,0.2296
"2805","Unmet need for any contraceptive method","Guyana","15-49 years",2004,0.2278
"2806","Unmet need for any contraceptive method","Guyana","15-49 years",2005,0.2257
"2807","Unmet need for any contraceptive method","Guyana","15-49 years",2006,0.2229
"2808","Unmet need for any contraceptive method","Guyana","15-49 years",2007,0.2194
"2809","Unmet need for any contraceptive method","Guyana","15-49 years",2008,0.2158
"2810","Unmet need for any contraceptive method","Guyana","15-49 years",2009,0.2128
"2811","Unmet need for any contraceptive method","Guyana","15-49 years",2010,0.2106
"2812","Unmet need for any contraceptive method","Guyana","15-49 years",2011,0.2094
"2813","Unmet need for any contraceptive method","Guyana","15-49 years",2012,0.209
"2814","Unmet need for any contraceptive method","Guyana","15-49 years",2013,0.2093
"2815","Unmet need for any contraceptive method","Guyana","15-49 years",2014,0.2099
"2816","Unmet need for any contraceptive method","Guyana","15-49 years",2015,0.2099
"2817","Unmet need for any contraceptive method","Guyana","15-49 years",2016,0.2097
"2818","Unmet need for any contraceptive method","Guyana","15-49 years",2017,0.2092
"2819","Unmet need for any contraceptive method","Guyana","15-49 years",2018,0.2079
"2820","Unmet need for any contraceptive method","Guyana","15-49 years",2019,0.2058
"2821","Unmet need for any contraceptive method","Haiti","15-49 years",1990,0.3045
"2822","Unmet need for any contraceptive method","Haiti","15-49 years",1991,0.3021
"2823","Unmet need for any contraceptive method","Haiti","15-49 years",1992,0.2991
"2824","Unmet need for any contraceptive method","Haiti","15-49 years",1993,0.296
"2825","Unmet need for any contraceptive method","Haiti","15-49 years",1994,0.293
"2826","Unmet need for any contraceptive method","Haiti","15-49 years",1995,0.2893
"2827","Unmet need for any contraceptive method","Haiti","15-49 years",1996,0.2843
"2828","Unmet need for any contraceptive method","Haiti","15-49 years",1997,0.2793
"2829","Unmet need for any contraceptive method","Haiti","15-49 years",1998,0.2743
"2830","Unmet need for any contraceptive method","Haiti","15-49 years",1999,0.2693
"2831","Unmet need for any contraceptive method","Haiti","15-49 years",2000,0.2645
"2832","Unmet need for any contraceptive method","Haiti","15-49 years",2001,0.2608
"2833","Unmet need for any contraceptive method","Haiti","15-49 years",2002,0.2577
"2834","Unmet need for any contraceptive method","Haiti","15-49 years",2003,0.2553
"2835","Unmet need for any contraceptive method","Haiti","15-49 years",2004,0.2537
"2836","Unmet need for any contraceptive method","Haiti","15-49 years",2005,0.2525
"2837","Unmet need for any contraceptive method","Haiti","15-49 years",2006,0.2523
"2838","Unmet need for any contraceptive method","Haiti","15-49 years",2007,0.2522
"2839","Unmet need for any contraceptive method","Haiti","15-49 years",2008,0.2525
"2840","Unmet need for any contraceptive method","Haiti","15-49 years",2009,0.2529
"2841","Unmet need for any contraceptive method","Haiti","15-49 years",2010,0.2537
"2842","Unmet need for any contraceptive method","Haiti","15-49 years",2011,0.2545
"2843","Unmet need for any contraceptive method","Haiti","15-49 years",2012,0.2556
"2844","Unmet need for any contraceptive method","Haiti","15-49 years",2013,0.2567
"2845","Unmet need for any contraceptive method","Haiti","15-49 years",2014,0.2577
"2846","Unmet need for any contraceptive method","Haiti","15-49 years",2015,0.2586
"2847","Unmet need for any contraceptive method","Haiti","15-49 years",2016,0.2591
"2848","Unmet need for any contraceptive method","Haiti","15-49 years",2017,0.2582
"2849","Unmet need for any contraceptive method","Haiti","15-49 years",2018,0.2567
"2850","Unmet need for any contraceptive method","Haiti","15-49 years",2019,0.2548
"2851","Unmet need for any contraceptive method","Jamaica","15-49 years",1990,0.1335
"2852","Unmet need for any contraceptive method","Jamaica","15-49 years",1991,0.1273
"2853","Unmet need for any contraceptive method","Jamaica","15-49 years",1992,0.1211
"2854","Unmet need for any contraceptive method","Jamaica","15-49 years",1993,0.1149
"2855","Unmet need for any contraceptive method","Jamaica","15-49 years",1994,0.1089
"2856","Unmet need for any contraceptive method","Jamaica","15-49 years",1995,0.1032
"2857","Unmet need for any contraceptive method","Jamaica","15-49 years",1996,0.09798
"2858","Unmet need for any contraceptive method","Jamaica","15-49 years",1997,0.09332
"2859","Unmet need for any contraceptive method","Jamaica","15-49 years",1998,0.08947
"2860","Unmet need for any contraceptive method","Jamaica","15-49 years",1999,0.08603
"2861","Unmet need for any contraceptive method","Jamaica","15-49 years",2000,0.08292
"2862","Unmet need for any contraceptive method","Jamaica","15-49 years",2001,0.07997
"2863","Unmet need for any contraceptive method","Jamaica","15-49 years",2002,0.07714
"2864","Unmet need for any contraceptive method","Jamaica","15-49 years",2003,0.07406
"2865","Unmet need for any contraceptive method","Jamaica","15-49 years",2004,0.07096
"2866","Unmet need for any contraceptive method","Jamaica","15-49 years",2005,0.06785
"2867","Unmet need for any contraceptive method","Jamaica","15-49 years",2006,0.06475
"2868","Unmet need for any contraceptive method","Jamaica","15-49 years",2007,0.06174
"2869","Unmet need for any contraceptive method","Jamaica","15-49 years",2008,0.05894
"2870","Unmet need for any contraceptive method","Jamaica","15-49 years",2009,0.05795
"2871","Unmet need for any contraceptive method","Jamaica","15-49 years",2010,0.05713
"2872","Unmet need for any contraceptive method","Jamaica","15-49 years",2011,0.05642
"2873","Unmet need for any contraceptive method","Jamaica","15-49 years",2012,0.05586
"2874","Unmet need for any contraceptive method","Jamaica","15-49 years",2013,0.05539
"2875","Unmet need for any contraceptive method","Jamaica","15-49 years",2014,0.05502
"2876","Unmet need for any contraceptive method","Jamaica","15-49 years",2015,0.05469
"2877","Unmet need for any contraceptive method","Jamaica","15-49 years",2016,0.05436
"2878","Unmet need for any contraceptive method","Jamaica","15-49 years",2017,0.05406
"2879","Unmet need for any contraceptive method","Jamaica","15-49 years",2018,0.05374
"2880","Unmet need for any contraceptive method","Jamaica","15-49 years",2019,0.0534
"2881","Unmet need for any contraceptive method","Saint Lucia","15-49 years",1990,0.2512
"2882","Unmet need for any contraceptive method","Saint Lucia","15-49 years",1991,0.248
"2883","Unmet need for any contraceptive method","Saint Lucia","15-49 years",1992,0.2448
"2884","Unmet need for any contraceptive method","Saint Lucia","15-49 years",1993,0.2416
"2885","Unmet need for any contraceptive method","Saint Lucia","15-49 years",1994,0.2382
"2886","Unmet need for any contraceptive method","Saint Lucia","15-49 years",1995,0.2342
"2887","Unmet need for any contraceptive method","Saint Lucia","15-49 years",1996,0.2299
"2888","Unmet need for any contraceptive method","Saint Lucia","15-49 years",1997,0.2259
"2889","Unmet need for any contraceptive method","Saint Lucia","15-49 years",1998,0.2221
"2890","Unmet need for any contraceptive method","Saint Lucia","15-49 years",1999,0.2189
"2891","Unmet need for any contraceptive method","Saint Lucia","15-49 years",2000,0.2164
"2892","Unmet need for any contraceptive method","Saint Lucia","15-49 years",2001,0.2145
"2893","Unmet need for any contraceptive method","Saint Lucia","15-49 years",2002,0.2128
"2894","Unmet need for any contraceptive method","Saint Lucia","15-49 years",2003,0.2108
"2895","Unmet need for any contraceptive method","Saint Lucia","15-49 years",2004,0.2085
"2896","Unmet need for any contraceptive method","Saint Lucia","15-49 years",2005,0.2064
"2897","Unmet need for any contraceptive method","Saint Lucia","15-49 years",2006,0.204
"2898","Unmet need for any contraceptive method","Saint Lucia","15-49 years",2007,0.2016
"2899","Unmet need for any contraceptive method","Saint Lucia","15-49 years",2008,0.1988
"2900","Unmet need for any contraceptive method","Saint Lucia","15-49 years",2009,0.1961
"2901","Unmet need for any contraceptive method","Saint Lucia","15-49 years",2010,0.1936
"2902","Unmet need for any contraceptive method","Saint Lucia","15-49 years",2011,0.1911
"2903","Unmet need for any contraceptive method","Saint Lucia","15-49 years",2012,0.1891
"2904","Unmet need for any contraceptive method","Saint Lucia","15-49 years",2013,0.1872
"2905","Unmet need for any contraceptive method","Saint Lucia","15-49 years",2014,0.1853
"2906","Unmet need for any contraceptive method","Saint Lucia","15-49 years",2015,0.1835
"2907","Unmet need for any contraceptive method","Saint Lucia","15-49 years",2016,0.1816
"2908","Unmet need for any contraceptive method","Saint Lucia","15-49 years",2017,0.1794
"2909","Unmet need for any contraceptive method","Saint Lucia","15-49 years",2018,0.1771
"2910","Unmet need for any contraceptive method","Saint Lucia","15-49 years",2019,0.1747
"2911","Unmet need for any contraceptive method","Saint Vincent and the Grenadines","15-49 years",1990,0.1143
"2912","Unmet need for any contraceptive method","Saint Vincent and the Grenadines","15-49 years",1991,0.1122
"2913","Unmet need for any contraceptive method","Saint Vincent and the Grenadines","15-49 years",1992,0.1099
"2914","Unmet need for any contraceptive method","Saint Vincent and the Grenadines","15-49 years",1993,0.1079
"2915","Unmet need for any contraceptive method","Saint Vincent and the Grenadines","15-49 years",1994,0.106
"2916","Unmet need for any contraceptive method","Saint Vincent and the Grenadines","15-49 years",1995,0.1039
"2917","Unmet need for any contraceptive method","Saint Vincent and the Grenadines","15-49 years",1996,0.1023
"2918","Unmet need for any contraceptive method","Saint Vincent and the Grenadines","15-49 years",1997,0.101
"2919","Unmet need for any contraceptive method","Saint Vincent and the Grenadines","15-49 years",1998,0.09995
"2920","Unmet need for any contraceptive method","Saint Vincent and the Grenadines","15-49 years",1999,0.09888
"2921","Unmet need for any contraceptive method","Saint Vincent and the Grenadines","15-49 years",2000,0.09797
"2922","Unmet need for any contraceptive method","Saint Vincent and the Grenadines","15-49 years",2001,0.09694
"2923","Unmet need for any contraceptive method","Saint Vincent and the Grenadines","15-49 years",2002,0.09592
"2924","Unmet need for any contraceptive method","Saint Vincent and the Grenadines","15-49 years",2003,0.09504
"2925","Unmet need for any contraceptive method","Saint Vincent and the Grenadines","15-49 years",2004,0.09419
"2926","Unmet need for any contraceptive method","Saint Vincent and the Grenadines","15-49 years",2005,0.09342
"2927","Unmet need for any contraceptive method","Saint Vincent and the Grenadines","15-49 years",2006,0.09243
"2928","Unmet need for any contraceptive method","Saint Vincent and the Grenadines","15-49 years",2007,0.09148
"2929","Unmet need for any contraceptive method","Saint Vincent and the Grenadines","15-49 years",2008,0.09067
"2930","Unmet need for any contraceptive method","Saint Vincent and the Grenadines","15-49 years",2009,0.09017
"2931","Unmet need for any contraceptive method","Saint Vincent and the Grenadines","15-49 years",2010,0.08979
"2932","Unmet need for any contraceptive method","Saint Vincent and the Grenadines","15-49 years",2011,0.08939
"2933","Unmet need for any contraceptive method","Saint Vincent and the Grenadines","15-49 years",2012,0.08881
"2934","Unmet need for any contraceptive method","Saint Vincent and the Grenadines","15-49 years",2013,0.08797
"2935","Unmet need for any contraceptive method","Saint Vincent and the Grenadines","15-49 years",2014,0.08715
"2936","Unmet need for any contraceptive method","Saint Vincent and the Grenadines","15-49 years",2015,0.08626
"2937","Unmet need for any contraceptive method","Saint Vincent and the Grenadines","15-49 years",2016,0.08522
"2938","Unmet need for any contraceptive method","Saint Vincent and the Grenadines","15-49 years",2017,0.08408
"2939","Unmet need for any contraceptive method","Saint Vincent and the Grenadines","15-49 years",2018,0.08299
"2940","Unmet need for any contraceptive method","Saint Vincent and the Grenadines","15-49 years",2019,0.08178
"2941","Unmet need for any contraceptive method","Suriname","15-49 years",1990,0.2433
"2942","Unmet need for any contraceptive method","Suriname","15-49 years",1991,0.2415
"2943","Unmet need for any contraceptive method","Suriname","15-49 years",1992,0.2396
"2944","Unmet need for any contraceptive method","Suriname","15-49 years",1993,0.2378
"2945","Unmet need for any contraceptive method","Suriname","15-49 years",1994,0.236
"2946","Unmet need for any contraceptive method","Suriname","15-49 years",1995,0.234
"2947","Unmet need for any contraceptive method","Suriname","15-49 years",1996,0.2316
"2948","Unmet need for any contraceptive method","Suriname","15-49 years",1997,0.229
"2949","Unmet need for any contraceptive method","Suriname","15-49 years",1998,0.2264
"2950","Unmet need for any contraceptive method","Suriname","15-49 years",1999,0.2242
"2951","Unmet need for any contraceptive method","Suriname","15-49 years",2000,0.222
"2952","Unmet need for any contraceptive method","Suriname","15-49 years",2001,0.2198
"2953","Unmet need for any contraceptive method","Suriname","15-49 years",2002,0.2178
"2954","Unmet need for any contraceptive method","Suriname","15-49 years",2003,0.2159
"2955","Unmet need for any contraceptive method","Suriname","15-49 years",2004,0.214
"2956","Unmet need for any contraceptive method","Suriname","15-49 years",2005,0.2123
"2957","Unmet need for any contraceptive method","Suriname","15-49 years",2006,0.2106
"2958","Unmet need for any contraceptive method","Suriname","15-49 years",2007,0.2108
"2959","Unmet need for any contraceptive method","Suriname","15-49 years",2008,0.2109
"2960","Unmet need for any contraceptive method","Suriname","15-49 years",2009,0.2112
"2961","Unmet need for any contraceptive method","Suriname","15-49 years",2010,0.2114
"2962","Unmet need for any contraceptive method","Suriname","15-49 years",2011,0.2101
"2963","Unmet need for any contraceptive method","Suriname","15-49 years",2012,0.2091
"2964","Unmet need for any contraceptive method","Suriname","15-49 years",2013,0.2081
"2965","Unmet need for any contraceptive method","Suriname","15-49 years",2014,0.2073
"2966","Unmet need for any contraceptive method","Suriname","15-49 years",2015,0.2068
"2967","Unmet need for any contraceptive method","Suriname","15-49 years",2016,0.2065
"2968","Unmet need for any contraceptive method","Suriname","15-49 years",2017,0.2062
"2969","Unmet need for any contraceptive method","Suriname","15-49 years",2018,0.2055
"2970","Unmet need for any contraceptive method","Suriname","15-49 years",2019,0.2046
"2971","Unmet need for any contraceptive method","Trinidad and Tobago","15-49 years",1990,0.2129
"2972","Unmet need for any contraceptive method","Trinidad and Tobago","15-49 years",1991,0.2155
"2973","Unmet need for any contraceptive method","Trinidad and Tobago","15-49 years",1992,0.2178
"2974","Unmet need for any contraceptive method","Trinidad and Tobago","15-49 years",1993,0.2197
"2975","Unmet need for any contraceptive method","Trinidad and Tobago","15-49 years",1994,0.2213
"2976","Unmet need for any contraceptive method","Trinidad and Tobago","15-49 years",1995,0.2225
"2977","Unmet need for any contraceptive method","Trinidad and Tobago","15-49 years",1996,0.2232
"2978","Unmet need for any contraceptive method","Trinidad and Tobago","15-49 years",1997,0.2236
"2979","Unmet need for any contraceptive method","Trinidad and Tobago","15-49 years",1998,0.2238
"2980","Unmet need for any contraceptive method","Trinidad and Tobago","15-49 years",1999,0.2236
"2981","Unmet need for any contraceptive method","Trinidad and Tobago","15-49 years",2000,0.2233
"2982","Unmet need for any contraceptive method","Trinidad and Tobago","15-49 years",2001,0.2234
"2983","Unmet need for any contraceptive method","Trinidad and Tobago","15-49 years",2002,0.2236
"2984","Unmet need for any contraceptive method","Trinidad and Tobago","15-49 years",2003,0.2236
"2985","Unmet need for any contraceptive method","Trinidad and Tobago","15-49 years",2004,0.2235
"2986","Unmet need for any contraceptive method","Trinidad and Tobago","15-49 years",2005,0.2238
"2987","Unmet need for any contraceptive method","Trinidad and Tobago","15-49 years",2006,0.2238
"2988","Unmet need for any contraceptive method","Trinidad and Tobago","15-49 years",2007,0.2247
"2989","Unmet need for any contraceptive method","Trinidad and Tobago","15-49 years",2008,0.2258
"2990","Unmet need for any contraceptive method","Trinidad and Tobago","15-49 years",2009,0.2276
"2991","Unmet need for any contraceptive method","Trinidad and Tobago","15-49 years",2010,0.2292
"2992","Unmet need for any contraceptive method","Trinidad and Tobago","15-49 years",2011,0.2307
"2993","Unmet need for any contraceptive method","Trinidad and Tobago","15-49 years",2012,0.2292
"2994","Unmet need for any contraceptive method","Trinidad and Tobago","15-49 years",2013,0.227
"2995","Unmet need for any contraceptive method","Trinidad and Tobago","15-49 years",2014,0.2244
"2996","Unmet need for any contraceptive method","Trinidad and Tobago","15-49 years",2015,0.2215
"2997","Unmet need for any contraceptive method","Trinidad and Tobago","15-49 years",2016,0.2188
"2998","Unmet need for any contraceptive method","Trinidad and Tobago","15-49 years",2017,0.2161
"2999","Unmet need for any contraceptive method","Trinidad and Tobago","15-49 years",2018,0.2133
"3000","Unmet need for any contraceptive method","Trinidad and Tobago","15-49 years",2019,0.2105
"3001","Unmet need for any contraceptive method","Bolivia (Plurinational State of)","15-49 years",1990,0.218
"3002","Unmet need for any contraceptive method","Bolivia (Plurinational State of)","15-49 years",1991,0.2099
"3003","Unmet need for any contraceptive method","Bolivia (Plurinational State of)","15-49 years",1992,0.2014
"3004","Unmet need for any contraceptive method","Bolivia (Plurinational State of)","15-49 years",1993,0.1935
"3005","Unmet need for any contraceptive method","Bolivia (Plurinational State of)","15-49 years",1994,0.1865
"3006","Unmet need for any contraceptive method","Bolivia (Plurinational State of)","15-49 years",1995,0.1805
"3007","Unmet need for any contraceptive method","Bolivia (Plurinational State of)","15-49 years",1996,0.1752
"3008","Unmet need for any contraceptive method","Bolivia (Plurinational State of)","15-49 years",1997,0.1705
"3009","Unmet need for any contraceptive method","Bolivia (Plurinational State of)","15-49 years",1998,0.1661
"3010","Unmet need for any contraceptive method","Bolivia (Plurinational State of)","15-49 years",1999,0.1621
"3011","Unmet need for any contraceptive method","Bolivia (Plurinational State of)","15-49 years",2000,0.1582
"3012","Unmet need for any contraceptive method","Bolivia (Plurinational State of)","15-49 years",2001,0.1544
"3013","Unmet need for any contraceptive method","Bolivia (Plurinational State of)","15-49 years",2002,0.1508
"3014","Unmet need for any contraceptive method","Bolivia (Plurinational State of)","15-49 years",2003,0.1474
"3015","Unmet need for any contraceptive method","Bolivia (Plurinational State of)","15-49 years",2004,0.1438
"3016","Unmet need for any contraceptive method","Bolivia (Plurinational State of)","15-49 years",2005,0.1404
"3017","Unmet need for any contraceptive method","Bolivia (Plurinational State of)","15-49 years",2006,0.137
"3018","Unmet need for any contraceptive method","Bolivia (Plurinational State of)","15-49 years",2007,0.1337
"3019","Unmet need for any contraceptive method","Bolivia (Plurinational State of)","15-49 years",2008,0.1302
"3020","Unmet need for any contraceptive method","Bolivia (Plurinational State of)","15-49 years",2009,0.1264
"3021","Unmet need for any contraceptive method","Bolivia (Plurinational State of)","15-49 years",2010,0.1225
"3022","Unmet need for any contraceptive method","Bolivia (Plurinational State of)","15-49 years",2011,0.1184
"3023","Unmet need for any contraceptive method","Bolivia (Plurinational State of)","15-49 years",2012,0.1144
"3024","Unmet need for any contraceptive method","Bolivia (Plurinational State of)","15-49 years",2013,0.1105
"3025","Unmet need for any contraceptive method","Bolivia (Plurinational State of)","15-49 years",2014,0.1066
"3026","Unmet need for any contraceptive method","Bolivia (Plurinational State of)","15-49 years",2015,0.1029
"3027","Unmet need for any contraceptive method","Bolivia (Plurinational State of)","15-49 years",2016,0.09941
"3028","Unmet need for any contraceptive method","Bolivia (Plurinational State of)","15-49 years",2017,0.09725
"3029","Unmet need for any contraceptive method","Bolivia (Plurinational State of)","15-49 years",2018,0.09536
"3030","Unmet need for any contraceptive method","Bolivia (Plurinational State of)","15-49 years",2019,0.09368
"3031","Unmet need for any contraceptive method","Ecuador","15-49 years",1990,0.1441
"3032","Unmet need for any contraceptive method","Ecuador","15-49 years",1991,0.1425
"3033","Unmet need for any contraceptive method","Ecuador","15-49 years",1992,0.1408
"3034","Unmet need for any contraceptive method","Ecuador","15-49 years",1993,0.139
"3035","Unmet need for any contraceptive method","Ecuador","15-49 years",1994,0.1366
"3036","Unmet need for any contraceptive method","Ecuador","15-49 years",1995,0.133
"3037","Unmet need for any contraceptive method","Ecuador","15-49 years",1996,0.1294
"3038","Unmet need for any contraceptive method","Ecuador","15-49 years",1997,0.1257
"3039","Unmet need for any contraceptive method","Ecuador","15-49 years",1998,0.1223
"3040","Unmet need for any contraceptive method","Ecuador","15-49 years",1999,0.1192
"3041","Unmet need for any contraceptive method","Ecuador","15-49 years",2000,0.1156
"3042","Unmet need for any contraceptive method","Ecuador","15-49 years",2001,0.1118
"3043","Unmet need for any contraceptive method","Ecuador","15-49 years",2002,0.1078
"3044","Unmet need for any contraceptive method","Ecuador","15-49 years",2003,0.1037
"3045","Unmet need for any contraceptive method","Ecuador","15-49 years",2004,0.09976
"3046","Unmet need for any contraceptive method","Ecuador","15-49 years",2005,0.09571
"3047","Unmet need for any contraceptive method","Ecuador","15-49 years",2006,0.09175
"3048","Unmet need for any contraceptive method","Ecuador","15-49 years",2007,0.08785
"3049","Unmet need for any contraceptive method","Ecuador","15-49 years",2008,0.08383
"3050","Unmet need for any contraceptive method","Ecuador","15-49 years",2009,0.07993
"3051","Unmet need for any contraceptive method","Ecuador","15-49 years",2010,0.07613
"3052","Unmet need for any contraceptive method","Ecuador","15-49 years",2011,0.07245
"3053","Unmet need for any contraceptive method","Ecuador","15-49 years",2012,0.06916
"3054","Unmet need for any contraceptive method","Ecuador","15-49 years",2013,0.06779
"3055","Unmet need for any contraceptive method","Ecuador","15-49 years",2014,0.06681
"3056","Unmet need for any contraceptive method","Ecuador","15-49 years",2015,0.06617
"3057","Unmet need for any contraceptive method","Ecuador","15-49 years",2016,0.06579
"3058","Unmet need for any contraceptive method","Ecuador","15-49 years",2017,0.06545
"3059","Unmet need for any contraceptive method","Ecuador","15-49 years",2018,0.06509
"3060","Unmet need for any contraceptive method","Ecuador","15-49 years",2019,0.06471
"3061","Unmet need for any contraceptive method","Peru","15-49 years",1990,0.1378
"3062","Unmet need for any contraceptive method","Peru","15-49 years",1991,0.133
"3063","Unmet need for any contraceptive method","Peru","15-49 years",1992,0.1277
"3064","Unmet need for any contraceptive method","Peru","15-49 years",1993,0.1226
"3065","Unmet need for any contraceptive method","Peru","15-49 years",1994,0.1174
"3066","Unmet need for any contraceptive method","Peru","15-49 years",1995,0.1123
"3067","Unmet need for any contraceptive method","Peru","15-49 years",1996,0.1076
"3068","Unmet need for any contraceptive method","Peru","15-49 years",1997,0.1031
"3069","Unmet need for any contraceptive method","Peru","15-49 years",1998,0.09906
"3070","Unmet need for any contraceptive method","Peru","15-49 years",1999,0.09546
"3071","Unmet need for any contraceptive method","Peru","15-49 years",2000,0.09234
"3072","Unmet need for any contraceptive method","Peru","15-49 years",2001,0.08983
"3073","Unmet need for any contraceptive method","Peru","15-49 years",2002,0.08764
"3074","Unmet need for any contraceptive method","Peru","15-49 years",2003,0.08566
"3075","Unmet need for any contraceptive method","Peru","15-49 years",2004,0.08381
"3076","Unmet need for any contraceptive method","Peru","15-49 years",2005,0.08221
"3077","Unmet need for any contraceptive method","Peru","15-49 years",2006,0.08061
"3078","Unmet need for any contraceptive method","Peru","15-49 years",2007,0.07903
"3079","Unmet need for any contraceptive method","Peru","15-49 years",2008,0.07706
"3080","Unmet need for any contraceptive method","Peru","15-49 years",2009,0.07496
"3081","Unmet need for any contraceptive method","Peru","15-49 years",2010,0.07267
"3082","Unmet need for any contraceptive method","Peru","15-49 years",2011,0.07049
"3083","Unmet need for any contraceptive method","Peru","15-49 years",2012,0.0687
"3084","Unmet need for any contraceptive method","Peru","15-49 years",2013,0.06722
"3085","Unmet need for any contraceptive method","Peru","15-49 years",2014,0.06589
"3086","Unmet need for any contraceptive method","Peru","15-49 years",2015,0.06451
"3087","Unmet need for any contraceptive method","Peru","15-49 years",2016,0.0631
"3088","Unmet need for any contraceptive method","Peru","15-49 years",2017,0.06191
"3089","Unmet need for any contraceptive method","Peru","15-49 years",2018,0.0607
"3090","Unmet need for any contraceptive method","Peru","15-49 years",2019,0.05963
"3091","Unmet need for any contraceptive method","Colombia","15-49 years",1990,0.08803
"3092","Unmet need for any contraceptive method","Colombia","15-49 years",1991,0.08642
"3093","Unmet need for any contraceptive method","Colombia","15-49 years",1992,0.08435
"3094","Unmet need for any contraceptive method","Colombia","15-49 years",1993,0.08192
"3095","Unmet need for any contraceptive method","Colombia","15-49 years",1994,0.07924
"3096","Unmet need for any contraceptive method","Colombia","15-49 years",1995,0.07649
"3097","Unmet need for any contraceptive method","Colombia","15-49 years",1996,0.07426
"3098","Unmet need for any contraceptive method","Colombia","15-49 years",1997,0.07216
"3099","Unmet need for any contraceptive method","Colombia","15-49 years",1998,0.0703
"3100","Unmet need for any contraceptive method","Colombia","15-49 years",1999,0.0688
"3101","Unmet need for any contraceptive method","Colombia","15-49 years",2000,0.06752
"3102","Unmet need for any contraceptive method","Colombia","15-49 years",2001,0.06679
"3103","Unmet need for any contraceptive method","Colombia","15-49 years",2002,0.06627
"3104","Unmet need for any contraceptive method","Colombia","15-49 years",2003,0.06584
"3105","Unmet need for any contraceptive method","Colombia","15-49 years",2004,0.06539
"3106","Unmet need for any contraceptive method","Colombia","15-49 years",2005,0.06486
"3107","Unmet need for any contraceptive method","Colombia","15-49 years",2006,0.06422
"3108","Unmet need for any contraceptive method","Colombia","15-49 years",2007,0.06345
"3109","Unmet need for any contraceptive method","Colombia","15-49 years",2008,0.0626
"3110","Unmet need for any contraceptive method","Colombia","15-49 years",2009,0.06175
"3111","Unmet need for any contraceptive method","Colombia","15-49 years",2010,0.06081
"3112","Unmet need for any contraceptive method","Colombia","15-49 years",2011,0.05978
"3113","Unmet need for any contraceptive method","Colombia","15-49 years",2012,0.05872
"3114","Unmet need for any contraceptive method","Colombia","15-49 years",2013,0.0576
"3115","Unmet need for any contraceptive method","Colombia","15-49 years",2014,0.05646
"3116","Unmet need for any contraceptive method","Colombia","15-49 years",2015,0.05537
"3117","Unmet need for any contraceptive method","Colombia","15-49 years",2016,0.05444
"3118","Unmet need for any contraceptive method","Colombia","15-49 years",2017,0.05369
"3119","Unmet need for any contraceptive method","Colombia","15-49 years",2018,0.05286
"3120","Unmet need for any contraceptive method","Colombia","15-49 years",2019,0.05187
"3121","Unmet need for any contraceptive method","Costa Rica","15-49 years",1990,0.05795
"3122","Unmet need for any contraceptive method","Costa Rica","15-49 years",1991,0.05794
"3123","Unmet need for any contraceptive method","Costa Rica","15-49 years",1992,0.05782
"3124","Unmet need for any contraceptive method","Costa Rica","15-49 years",1993,0.05772
"3125","Unmet need for any contraceptive method","Costa Rica","15-49 years",1994,0.05872
"3126","Unmet need for any contraceptive method","Costa Rica","15-49 years",1995,0.05991
